KEGG	GO_ID	GO_Description
ppa:PAS_chr4_0830;	P:GO:0006569; P:GO:0009435; P:GO:0019363; P:GO:0019805; P:GO:0034354; P:GO:0043420; P:GO:0070189; F:GO:0004497; F:GO:0004502; F:GO:0050660; F:GO:0071949; C:GO:0005739; C:GO:0005741; C:GO:0031966	P:tryptophan catabolic process; P:NAD biosynthetic process; P:pyridine nucleotide biosynthetic process; P:quinolinate biosynthetic process; P:'de novo' NAD biosynthetic process from tryptophan; P:anthranilate metabolic process; P:kynurenine metabolic process; F:monooxygenase activity; F:kynurenine 3-monooxygenase activity; F:flavin adenine dinucleotide binding; F:FAD binding; C:mitochondrion; C:mitochondrial outer membrane; C:mitochondrial membrane
ppa:PAS_chr4_0829;		
ppa:PAS_chr4_0828;	P:GO:0015791; P:GO:0015798; P:GO:0055085; F:GO:0022857; C:GO:0016020	P:polyol transmembrane transport; P:myo-inositol transport; P:transmembrane transport; F:transmembrane transporter activity; C:membrane
ppa:PAS_chr4_0827;		
ppa:PAS_chr4_0826;	P:GO:0006351; P:GO:0006360; P:GO:0006383; F:GO:0001054; F:GO:0001056; F:GO:0003677; F:GO:0046983; C:GO:0000428; C:GO:0005634; C:GO:0005666; C:GO:0005736; C:GO:0055029	P:DNA-templated transcription; P:transcription by RNA polymerase I; P:transcription by RNA polymerase III; F:RNA polymerase I activity; F:RNA polymerase III activity; F:DNA binding; F:protein dimerization activity; C:DNA-directed RNA polymerase complex; C:nucleus; C:RNA polymerase III complex; C:RNA polymerase I complex; C:nuclear DNA-directed RNA polymerase complex
ppa:PAS_chr4_0824;	P:GO:0006696; P:GO:0010142; P:GO:0019287; F:GO:0004631; F:GO:0005524; F:GO:0016301; C:GO:0005777	"P:ergosterol biosynthetic process; P:farnesyl diphosphate biosynthetic process, mevalonate pathway; P:isopentenyl diphosphate biosynthetic process, mevalonate pathway; F:phosphomevalonate kinase activity; F:ATP binding; F:kinase activity; C:peroxisome"
ppa:PAS_chr4_0823;	P:GO:0000122; P:GO:0006048; P:GO:0045944; F:GO:0003682; F:GO:0003977; F:GO:0016491; F:GO:0016740; F:GO:0050660; F:GO:0070569	P:negative regulation of transcription by RNA polymerase II; P:UDP-N-acetylglucosamine biosynthetic process; P:positive regulation of transcription by RNA polymerase II; F:chromatin binding; F:UDP-N-acetylglucosamine diphosphorylase activity; F:oxidoreductase activity; F:transferase activity; F:flavin adenine dinucleotide binding; F:uridylyltransferase activity
ppa:PAS_chr4_0821;	P:GO:0046188; F:GO:0016491; F:GO:0016614; F:GO:0047639; F:GO:0050660	"P:methane catabolic process; F:oxidoreductase activity; F:oxidoreductase activity, acting on CH-OH group of donors; F:alcohol oxidase activity; F:flavin adenine dinucleotide binding"
ppa:PAS_chr4_0820;	F:GO:0003676; C:GO:0005634	F:nucleic acid binding; C:nucleus
ppa:PAS_chr4_0819;	P:GO:0006744; P:GO:0008299; P:GO:0010236; F:GO:0004659; F:GO:0016740; C:GO:0005739; C:GO:1990234	P:ubiquinone biosynthetic process; P:isoprenoid biosynthetic process; P:plastoquinone biosynthetic process; F:prenyltransferase activity; F:transferase activity; C:mitochondrion; C:transferase complex
ppa:PAS_chr4_0818;	P:GO:0006486; P:GO:0019408; F:GO:0002094; F:GO:0016740; F:GO:0016765; F:GO:0045547; C:GO:0005783; C:GO:0005811; C:GO:1904423	"P:protein glycosylation; P:dolichol biosynthetic process; F:polyprenyltransferase activity; F:transferase activity; F:transferase activity, transferring alkyl or aryl (other than methyl) groups; F:dehydrodolichyl diphosphate synthase activity; C:endoplasmic reticulum; C:lipid droplet; C:dehydrodolichyl diphosphate synthase complex"
ppa:PAS_chr4_0817;	P:GO:0006607; P:GO:0006913; P:GO:0046604; F:GO:0005096; C:GO:0005643; C:GO:0005737	P:NLS-bearing protein import into nucleus; P:nucleocytoplasmic transport; P:positive regulation of mitotic centrosome separation; F:GTPase activator activity; C:nuclear pore; C:cytoplasm
ppa:PAS_chr4_0816;		
ppa:PAS_chr4_0815;	P:GO:0006099; P:GO:0006108; F:GO:0016491; F:GO:0030060; C:GO:0005737; C:GO:0005739	P:tricarboxylic acid cycle; P:malate metabolic process; F:oxidoreductase activity; F:L-malate dehydrogenase (NAD+) activity; C:cytoplasm; C:mitochondrion
ppa:PAS_chr4_0814;	P:GO:0002181; P:GO:0006412; F:GO:0003723; F:GO:0003735; F:GO:0005515; F:GO:0019843; C:GO:0005737; C:GO:0005829; C:GO:0005840; C:GO:0022625; C:GO:0030687; C:GO:1990904	"P:cytoplasmic translation; P:translation; F:RNA binding; F:structural constituent of ribosome; F:protein binding; F:rRNA binding; C:cytoplasm; C:cytosol; C:ribosome; C:cytosolic large ribosomal subunit; C:preribosome, large subunit precursor; C:ribonucleoprotein complex"
ppa:PAS_chr4_0813;		
ppa:PAS_chr4_0812;	P:GO:0007165; F:GO:0004672; F:GO:0004674; F:GO:0004712; F:GO:0005524; C:GO:0005737	P:signal transduction; F:protein kinase activity; F:protein serine/threonine kinase activity; F:protein serine/threonine/tyrosine kinase activity; F:ATP binding; C:cytoplasm
ppa:PAS_chr4_0811;	P:GO:0006623; P:GO:0032511; C:GO:0000329; C:GO:0016020; C:GO:0034424	P:protein targeting to vacuole; P:late endosome to vacuole transport via multivesicular body sorting pathway; C:fungal-type vacuole membrane; C:membrane; C:Vps55/Vps68 complex
ppa:PAS_chr4_0810;	P:GO:0090481; F:GO:0015165; C:GO:0000139; C:GO:0016020; C:GO:0043231	P:pyrimidine nucleotide-sugar transmembrane transport; F:pyrimidine nucleotide-sugar transmembrane transporter activity; C:Golgi membrane; C:membrane; C:intracellular membrane-bounded organelle
ppa:PAS_chr4_0809;		
ppa:PAS_chr4_0997;	P:GO:0090481; F:GO:0004842; F:GO:0015165; C:GO:0000139; C:GO:0016020; C:GO:0033768; C:GO:0043231	P:pyrimidine nucleotide-sugar transmembrane transport; F:ubiquitin-protein transferase activity; F:pyrimidine nucleotide-sugar transmembrane transporter activity; C:Golgi membrane; C:membrane; C:SUMO-targeted ubiquitin ligase complex; C:intracellular membrane-bounded organelle
ppa:PAS_chr4_0808;	P:GO:0000451; P:GO:0000452; P:GO:0000494; P:GO:0006338; P:GO:0006356; P:GO:0006364; P:GO:0030490; P:GO:0031167; P:GO:0032259; P:GO:0042254; F:GO:0003723; F:GO:0005515; F:GO:0008168; F:GO:0008171; F:GO:0008649; F:GO:1990259; C:GO:0005634; C:GO:0005654; C:GO:0005730; C:GO:0015030; C:GO:0030686; C:GO:0031428; C:GO:0032040; C:GO:1990904	P:rRNA 2'-O-methylation; P:snoRNA guided rRNA 2'-O-methylation; P:box C/D sno(s)RNA 3'-end processing; P:chromatin remodeling; P:regulation of transcription by RNA polymerase I; P:rRNA processing; P:maturation of SSU-rRNA; P:rRNA methylation; P:methylation; P:ribosome biogenesis; F:RNA binding; F:protein binding; F:methyltransferase activity; F:O-methyltransferase activity; F:rRNA methyltransferase activity; F:histone H2AQ104 methyltransferase activity; C:nucleus; C:nucleoplasm; C:nucleolus; C:Cajal body; C:90S preribosome; C:box C/D methylation guide snoRNP complex; C:small-subunit processome; C:ribonucleoprotein complex
ppa:PAS_chr4_0807;	C:GO:0005737; C:GO:0016020	C:cytoplasm; C:membrane
ppa:PAS_chr4_0806;	P:GO:0006696; P:GO:0016126; F:GO:0003958; F:GO:0010181; F:GO:0016491; F:GO:0050660; F:GO:0050661; C:GO:0005737; C:GO:0005739; C:GO:0005741; C:GO:0005783; C:GO:0005789; C:GO:0005829; C:GO:0005886	P:ergosterol biosynthetic process; P:sterol biosynthetic process; F:NADPH-hemoprotein reductase activity; F:FMN binding; F:oxidoreductase activity; F:flavin adenine dinucleotide binding; F:NADP binding; C:cytoplasm; C:mitochondrion; C:mitochondrial outer membrane; C:endoplasmic reticulum; C:endoplasmic reticulum membrane; C:cytosol; C:plasma membrane
ppa:PAS_chr4_0805;	P:GO:0000395; P:GO:0006396; F:GO:0030627; C:GO:0000243; C:GO:0005634; C:GO:0005685; C:GO:0071004	P:mRNA 5'-splice site recognition; P:RNA processing; F:pre-mRNA 5'-splice site binding; C:commitment complex; C:nucleus; C:U1 snRNP; C:U2-type prespliceosome
ppa:PAS_chr4_0804;	P:GO:0033615; C:GO:0005759	P:mitochondrial proton-transporting ATP synthase complex assembly; C:mitochondrial matrix
ppa:PAS_chr4_0803;	P:GO:0000460; P:GO:0000470; P:GO:0006364; P:GO:0042254; F:GO:0019843; F:GO:0042134; C:GO:0005730; C:GO:0030687	"P:maturation of 5.8S rRNA; P:maturation of LSU-rRNA; P:rRNA processing; P:ribosome biogenesis; F:rRNA binding; F:rRNA primary transcript binding; C:nucleolus; C:preribosome, large subunit precursor"
ppa:PAS_chr4_0802;	P:GO:0006874; P:GO:0035725; P:GO:0055085; P:GO:0099093; F:GO:0005432; C:GO:0016020	P:intracellular calcium ion homeostasis; P:sodium ion transmembrane transport; P:transmembrane transport; P:calcium export from the mitochondrion; F:calcium:sodium antiporter activity; C:membrane
ppa:PAS_chr4_0801;	P:GO:0055088; C:GO:0005783; C:GO:0016020	P:lipid homeostasis; C:endoplasmic reticulum; C:membrane
ppa:PAS_chr4_0996;	P:GO:0006771; P:GO:0009231; P:GO:0009398; F:GO:0005524; F:GO:0008531; F:GO:0016301; C:GO:0005739; C:GO:0016020	P:riboflavin metabolic process; P:riboflavin biosynthetic process; P:FMN biosynthetic process; F:ATP binding; F:riboflavin kinase activity; F:kinase activity; C:mitochondrion; C:membrane
ppa:PAS_chr4_0800;	P:GO:0006397; P:GO:0006406; P:GO:0006409; P:GO:0006446; P:GO:0006449; P:GO:0006913; P:GO:0015031; P:GO:0016973; P:GO:0051028; F:GO:0000822; F:GO:0005515; F:GO:0005543; F:GO:0008047; F:GO:0031369; C:GO:0005634; C:GO:0005635; C:GO:0005643; C:GO:0005737; C:GO:0005739; C:GO:0016020; C:GO:0031965; C:GO:0044614	P:mRNA processing; P:mRNA export from nucleus; P:tRNA export from nucleus; P:regulation of translational initiation; P:regulation of translational termination; P:nucleocytoplasmic transport; P:protein transport; P:poly(A)+ mRNA export from nucleus; P:mRNA transport; F:inositol hexakisphosphate binding; F:protein binding; F:phospholipid binding; F:enzyme activator activity; F:translation initiation factor binding; C:nucleus; C:nuclear envelope; C:nuclear pore; C:cytoplasm; C:mitochondrion; C:membrane; C:nuclear membrane; C:nuclear pore cytoplasmic filaments
ppa:PAS_chr4_0799;	P:GO:0006412; F:GO:0003723; F:GO:0003735; C:GO:0005840; C:GO:0022625; C:GO:1990904	P:translation; F:RNA binding; F:structural constituent of ribosome; C:ribosome; C:cytosolic large ribosomal subunit; C:ribonucleoprotein complex
ppa:PAS_chr4_0798;	P:GO:0006886; P:GO:0006888; P:GO:0006891; P:GO:0015031; P:GO:0016192; F:GO:0005198; C:GO:0000139; C:GO:0005737; C:GO:0005794; C:GO:0016020; C:GO:0030126; C:GO:0030663; C:GO:0031410	P:intracellular protein transport; P:endoplasmic reticulum to Golgi vesicle-mediated transport; P:intra-Golgi vesicle-mediated transport; P:protein transport; P:vesicle-mediated transport; F:structural molecule activity; C:Golgi membrane; C:cytoplasm; C:Golgi apparatus; C:membrane; C:COPI vesicle coat; C:COPI-coated vesicle membrane; C:cytoplasmic vesicle
ppa:PAS_chr4_0797;		
ppa:PAS_chr4_0796;	P:GO:0000398; P:GO:0000470; P:GO:0006364; P:GO:0031118; P:GO:0031120; P:GO:0042254; F:GO:0003723; F:GO:0003735; F:GO:0034513; C:GO:0005634; C:GO:0005730; C:GO:0022625; C:GO:0022627; C:GO:0031429; C:GO:1990904	"P:mRNA splicing, via spliceosome; P:maturation of LSU-rRNA; P:rRNA processing; P:rRNA pseudouridine synthesis; P:snRNA pseudouridine synthesis; P:ribosome biogenesis; F:RNA binding; F:structural constituent of ribosome; F:box H/ACA snoRNA binding; C:nucleus; C:nucleolus; C:cytosolic large ribosomal subunit; C:cytosolic small ribosomal subunit; C:box H/ACA snoRNP complex; C:ribonucleoprotein complex"
ppa:PAS_chr4_0795;	P:GO:0006139; P:GO:0009085; P:GO:0019878; F:GO:0004409; F:GO:0016799; F:GO:0016829; F:GO:0046872; F:GO:0051536; F:GO:0051539; C:GO:0005739	"P:nucleobase-containing compound metabolic process; P:lysine biosynthetic process; P:lysine biosynthetic process via aminoadipic acid; F:homoaconitate hydratase activity; F:hydrolase activity, hydrolyzing N-glycosyl compounds; F:lyase activity; F:metal ion binding; F:iron-sulfur cluster binding; F:4 iron, 4 sulfur cluster binding; C:mitochondrion"
ppa:PAS_chr4_0794;	P:GO:0015031; P:GO:0016560; F:GO:0005102; C:GO:0005777; C:GO:0005778; C:GO:0016020; C:GO:0043231; C:GO:1990429	"P:protein transport; P:protein import into peroxisome matrix, docking; F:signaling receptor binding; C:peroxisome; C:peroxisomal membrane; C:membrane; C:intracellular membrane-bounded organelle; C:peroxisomal importomer complex"
ppa:PAS_chr4_0793;	P:GO:0019878; F:GO:0000287; F:GO:0008897; F:GO:0016740; C:GO:0005829	P:lysine biosynthetic process via aminoadipic acid; F:magnesium ion binding; F:holo-[acyl-carrier-protein] synthase activity; F:transferase activity; C:cytosol
ppa:PAS_chr4_0792;	P:GO:1904983; F:GO:0015187; C:GO:0005739; C:GO:0005743	P:glycine import into mitochondrion; F:glycine transmembrane transporter activity; C:mitochondrion; C:mitochondrial inner membrane
ppa:PAS_chr4_0791;	F:GO:0004659; F:GO:0004662; F:GO:0008318; C:GO:0005953	F:prenyltransferase activity; F:CAAX-protein geranylgeranyltransferase activity; F:protein prenyltransferase activity; C:CAAX-protein geranylgeranyltransferase complex
ppa:PAS_chr4_0790;	P:GO:0006013; P:GO:0009313; F:GO:0004559; F:GO:0016798; F:GO:0030246; F:GO:0046872; C:GO:0000329	"P:mannose metabolic process; P:oligosaccharide catabolic process; F:alpha-mannosidase activity; F:hydrolase activity, acting on glycosyl bonds; F:carbohydrate binding; F:metal ion binding; C:fungal-type vacuole membrane"
ppa:PAS_chr4_0995;		
ppa:PAS_chr4_0994;	P:GO:0006221; P:GO:0006241; P:GO:0006541; P:GO:0019856; P:GO:0044210; F:GO:0003883; F:GO:0005524; F:GO:0016874; F:GO:0042802; C:GO:0005737; C:GO:0005829; C:GO:0097268	P:pyrimidine nucleotide biosynthetic process; P:CTP biosynthetic process; P:glutamine metabolic process; P:pyrimidine nucleobase biosynthetic process; P:'de novo' CTP biosynthetic process; F:CTP synthase activity; F:ATP binding; F:ligase activity; F:identical protein binding; C:cytoplasm; C:cytosol; C:cytoophidium
ppa:PAS_chr4_0993;	P:GO:0015031; P:GO:0043328; P:GO:0071985; F:GO:0005198; F:GO:0042803; C:GO:0000814	P:protein transport; P:protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway; P:multivesicular body sorting pathway; F:structural molecule activity; F:protein homodimerization activity; C:ESCRT II complex
ppa:PAS_chr4_0789;		
ppa:PAS_chr4_0788;	P:GO:0006801; P:GO:0019430; F:GO:0004784; F:GO:0046872	P:superoxide metabolic process; P:removal of superoxide radicals; F:superoxide dismutase activity; F:metal ion binding
ppa:PAS_chr4_0787;	P:GO:0017121; F:GO:0017128; C:GO:0005886	P:plasma membrane phospholipid scrambling; F:phospholipid scramblase activity; C:plasma membrane
ppa:PAS_chr4_0786;	P:GO:0006801; P:GO:0019430; P:GO:0034599; F:GO:0004784; F:GO:0005507; F:GO:0016491; F:GO:0046872; C:GO:0005634; C:GO:0005739; C:GO:0005777; C:GO:0005829	P:superoxide metabolic process; P:removal of superoxide radicals; P:cellular response to oxidative stress; F:superoxide dismutase activity; F:copper ion binding; F:oxidoreductase activity; F:metal ion binding; C:nucleus; C:mitochondrion; C:peroxisome; C:cytosol
ppa:PAS_chr4_0785;		
ppa:PAS_chr4_0784;	P:GO:0006833; P:GO:0015791; P:GO:0015793; P:GO:0055085; P:GO:0071918; F:GO:0015204; F:GO:0015250; F:GO:0015254; F:GO:0015267; C:GO:0005886; C:GO:0016020	P:water transport; P:polyol transmembrane transport; P:glycerol transmembrane transport; P:transmembrane transport; P:urea transmembrane transport; F:urea transmembrane transporter activity; F:water channel activity; F:glycerol channel activity; F:channel activity; C:plasma membrane; C:membrane
ppa:PAS_chr4_0783;		
ppa:PAS_chr4_0782;	P:GO:0000398; P:GO:0006397; P:GO:0008380; C:GO:0005634; C:GO:0005681; C:GO:0071011	"P:mRNA splicing, via spliceosome; P:mRNA processing; P:RNA splicing; C:nucleus; C:spliceosomal complex; C:precatalytic spliceosome"
ppa:PAS_chr4_0781;	P:GO:0000387; P:GO:0006396; F:GO:0003723; C:GO:0000243; C:GO:0005634; C:GO:0005682; C:GO:0005685; C:GO:0005686; C:GO:0005687; C:GO:0034715; C:GO:0034719; C:GO:0071011; C:GO:0071013; C:GO:0097525; C:GO:0097526	P:spliceosomal snRNP assembly; P:RNA processing; F:RNA binding; C:commitment complex; C:nucleus; C:U5 snRNP; C:U1 snRNP; C:U2 snRNP; C:U4 snRNP; C:pICln-Sm protein complex; C:SMN-Sm protein complex; C:precatalytic spliceosome; C:catalytic step 2 spliceosome; C:spliceosomal snRNP complex; C:spliceosomal tri-snRNP complex
ppa:PAS_chr4_0780;	P:GO:0006629; P:GO:0006812; P:GO:0006874; P:GO:0042761; P:GO:0055085; P:GO:0070588; P:GO:1902600; F:GO:0008324; F:GO:0015369; F:GO:0016491; F:GO:0016627; C:GO:0005774; C:GO:0012505; C:GO:0016020	"P:lipid metabolic process; P:monoatomic cation transport; P:intracellular calcium ion homeostasis; P:very long-chain fatty acid biosynthetic process; P:transmembrane transport; P:calcium ion transmembrane transport; P:proton transmembrane transport; F:monoatomic cation transmembrane transporter activity; F:calcium:proton antiporter activity; F:oxidoreductase activity; F:oxidoreductase activity, acting on the CH-CH group of donors; C:vacuolar membrane; C:endomembrane system; C:membrane"
ppa:PAS_chr4_0779;		
ppa:PAS_chr4_0992;		
ppa:PAS_chr4_0778;		
ppa:PAS_chr4_0777;		
ppa:PAS_chr4_0776;	P:GO:0010499; P:GO:0043161; P:GO:0051603; C:GO:0000502; C:GO:0005634; C:GO:0005839	P:proteasomal ubiquitin-independent protein catabolic process; P:proteasome-mediated ubiquitin-dependent protein catabolic process; P:proteolysis involved in protein catabolic process; C:proteasome complex; C:nucleus; C:proteasome core complex
ppa:PAS_chr4_0775;	P:GO:0006621; P:GO:0006888; P:GO:0015031; F:GO:0046923; C:GO:0005783; C:GO:0005789; C:GO:0005801; C:GO:0016020	P:protein retention in ER lumen; P:endoplasmic reticulum to Golgi vesicle-mediated transport; P:protein transport; F:ER retention sequence binding; C:endoplasmic reticulum; C:endoplasmic reticulum membrane; C:cis-Golgi network; C:membrane
ppa:PAS_chr4_0991;	P:GO:0006457; P:GO:0034976; F:GO:0003756; F:GO:0016853; C:GO:0005783; C:GO:0005788; C:GO:0009986	P:protein folding; P:response to endoplasmic reticulum stress; F:protein disulfide isomerase activity; F:isomerase activity; C:endoplasmic reticulum; C:endoplasmic reticulum lumen; C:cell surface
ppa:PAS_chr4_0774;		
ppa:PAS_chr4_0773;		
ppa:PAS_chr4_0772;	P:GO:0000973; P:GO:0006368; P:GO:0016973; F:GO:0003690; F:GO:0003723; C:GO:0070390	P:post-transcriptional tethering of RNA polymerase II gene DNA at nuclear periphery; P:transcription elongation by RNA polymerase II; P:poly(A)+ mRNA export from nucleus; F:double-stranded DNA binding; F:RNA binding; C:transcription export complex 2
